DATE,Time,Temp
10/7/2019,14:53:00,75
10/7/2019,15:53:00,76
10/7/2019,16:19:00,74
10/7/2019,16:26:00,73
10/7/2019,16:53:00,72
10/7/2019,17:53:00,71
10/7/2019,18:53:00,70
10/7/2019,19:53:00,68
10/7/2019,20:14:00,68
10/7/2019,20:26:00,68
10/7/2019,20:51:00,68
10/7/2019,20:53:00,68
10/7/2019,21:53:00,67
10/7/2019,22:20:00,66
10/7/2019,22:53:00,66
10/7/2019,23:53:00,65
10/8/2019,00:53:00,64
10/8/2019,01:53:00,63
10/8/2019,02:53:00,64
10/8/2019,03:53:00,64
10/8/2019,04:53:00,63
10/8/2019,05:53:00,63
10/8/2019,06:53:00,63
10/8/2019,07:53:00,64
10/8/2019,08:43:00,67
10/8/2019,08:53:00,67
10/8/2019,09:53:00,71
10/8/2019,10:03:00,72
10/8/2019,10:53:00,74
10/8/2019,11:53:00,77
10/8/2019,12:53:00,79
10/8/2019,13:53:00,79
10/8/2019,14:53:00,81
10/8/2019,15:53:00,80
10/8/2019,16:53:00,77
10/8/2019,17:53:00,71
10/8/2019,18:53:00,69
10/8/2019,19:53:00,67
10/8/2019,20:53:00,65
10/8/2019,21:53:00,64
10/8/2019,22:53:00,63
10/8/2019,23:53:00,62
10/9/2019,00:53:00,62
10/9/2019,01:53:00,62
10/9/2019,02:53:00,60
10/9/2019,03:53:00,66
10/9/2019,04:53:00,65
10/9/2019,05:53:00,66
10/9/2019,06:53:00,68
10/9/2019,07:53:00,72
10/9/2019,08:20:00,73
10/9/2019,08:53:00,74
10/9/2019,09:38:00,74
10/9/2019,09:53:00,75
10/9/2019,10:53:00,79
10/9/2019,11:53:00,81
10/9/2019,12:00:00,81
10/9/2019,12:53:00,81
10/9/2019,13:53:00,84
10/9/2019,14:53:00,82
10/9/2019,15:53:00,81
10/9/2019,16:53:00,78
10/9/2019,17:53:00,76
10/9/2019,18:53:00,74
10/9/2019,19:53:00,73
10/9/2019,20:53:00,72
10/9/2019,21:53:00,71
10/9/2019,22:53:00,71
10/9/2019,23:53:00,70
10/10/2019,00:53:00,69
10/10/2019,01:53:00,68
10/10/2019,02:53:00,68
10/10/2019,03:53:00,68
10/10/2019,04:53:00,67
10/10/2019,05:53:00,67
10/10/2019,06:53:00,68
10/10/2019,07:53:00,71
10/10/2019,08:53:00,73
10/10/2019,09:53:00,75
10/10/2019,10:53:00,77
10/10/2019,11:53:00,80
10/10/2019,12:53:00,81
10/10/2019,13:53:00,83
10/10/2019,14:53:00,83
10/10/2019,15:53:00,83
10/10/2019,16:53:00,81
10/10/2019,17:53:00,79
10/10/2019,18:53:00,78
10/10/2019,19:53:00,78
10/10/2019,20:53:00,76
10/10/2019,21:53:00,74
10/10/2019,22:53:00,73
10/10/2019,23:53:00,72
10/11/2019,00:53:00,72
10/11/2019,01:53:00,72
10/11/2019,02:53:00,71
10/11/2019,03:53:00,67
10/11/2019,04:53:00,68
10/11/2019,05:53:00,67
10/11/2019,06:53:00,69
10/11/2019,07:53:00,72
10/11/2019,08:53:00,75
10/11/2019,09:53:00,77
10/11/2019,10:53:00,81
10/11/2019,11:53:00,83
10/11/2019,12:53:00,84
10/11/2019,13:53:00,85
10/11/2019,14:53:00,84
10/11/2019,15:53:00,83
10/11/2019,16:53:00,82
10/11/2019,17:53:00,80
10/11/2019,18:53:00,79
10/11/2019,19:53:00,78
10/11/2019,20:53:00,75
10/11/2019,21:53:00,71
10/11/2019,22:53:00,71
10/11/2019,23:53:00,70
10/12/2019,00:53:00,69
10/12/2019,01:24:00,69
10/12/2019,01:53:00,67
10/12/2019,02:53:00,63
10/12/2019,03:53:00,61
10/12/2019,04:53:00,59
10/12/2019,05:53:00,57
10/12/2019,06:07:00,57
10/12/2019,06:53:00,57
10/12/2019,07:53:00,57
10/12/2019,08:53:00,58
10/12/2019,09:31:00,60
10/12/2019,09:51:00,63
10/12/2019,09:53:00,63
10/12/2019,10:53:00,61
10/12/2019,11:53:00,62
10/12/2019,12:24:00,62
10/12/2019,12:53:00,63
10/12/2019,13:53:00,63
10/12/2019,14:53:00,64
10/12/2019,15:53:00,65
10/12/2019,16:53:00,65
10/12/2019,17:53:00,65
10/12/2019,18:53:00,62
10/12/2019,19:53:00,61
10/12/2019,20:53:00,59
10/12/2019,21:53:00,61
10/12/2019,22:53:00,61
10/12/2019,23:53:00,61
10/13/2019,00:53:00,61
10/13/2019,01:53:00,60
10/13/2019,02:53:00,59
10/13/2019,03:29:00,59
10/13/2019,03:53:00,59
10/13/2019,04:53:00,59
10/13/2019,05:53:00,59
10/13/2019,06:10:00,59
10/13/2019,06:20:00,60
10/13/2019,06:53:00,60
10/13/2019,07:53:00,61
10/13/2019,08:51:00,63
10/13/2019,08:53:00,64
10/13/2019,09:53:00,65
10/13/2019,10:53:00,66
10/13/2019,11:53:00,67
10/13/2019,12:53:00,64
10/13/2019,13:53:00,60
10/13/2019,14:53:00,59
10/13/2019,15:53:00,56
10/13/2019,16:53:00,55
10/13/2019,17:53:00,55
10/13/2019,18:53:00,55
10/13/2019,19:53:00,55
10/13/2019,20:53:00,55
10/13/2019,21:53:00,55
10/13/2019,22:53:00,54
10/13/2019,23:53:00,53
10/14/2019,00:53:00,54
10/14/2019,01:53:00,54
10/14/2019,02:53:00,54
10/14/2019,03:53:00,54
10/14/2019,04:53:00,54
10/14/2019,05:53:00,54
10/14/2019,06:53:00,55
10/14/2019,07:53:00,58
10/14/2019,08:53:00,61
10/14/2019,09:53:00,64
10/14/2019,10:53:00,66
10/14/2019,11:53:00,70
10/14/2019,12:53:00,72
10/14/2019,13:53:00,71
10/14/2019,14:53:00,73
10/14/2019,15:53:00,73
10/14/2019,16:53:00,69
10/14/2019,17:53:00,67
10/14/2019,18:53:00,67
10/14/2019,19:53:00,66
10/14/2019,20:53:00,64
10/14/2019,21:53:00,65
10/14/2019,22:53:00,64
10/14/2019,23:53:00,64
10/15/2019,00:53:00,66
10/15/2019,01:37:00,66
10/15/2019,01:51:00,66
10/15/2019,01:53:00,66
10/15/2019,02:53:00,65
10/15/2019,03:14:00,65
10/15/2019,03:53:00,65
10/15/2019,04:53:00,66
10/15/2019,05:53:00,67
10/15/2019,06:53:00,67
10/15/2019,07:05:00,67
10/15/2019,07:53:00,69
10/15/2019,07:55:00,69
10/15/2019,08:53:00,70
10/15/2019,09:12:00,70
10/15/2019,09:45:00,70
10/15/2019,09:53:00,70
10/15/2019,10:01:00,70
10/15/2019,10:38:00,71
10/15/2019,10:53:00,71
10/15/2019,11:53:00,71
10/15/2019,12:53:00,71
10/15/2019,13:17:00,70
10/15/2019,13:53:00,69
10/15/2019,14:23:00,70
10/15/2019,14:32:00,70
10/15/2019,14:53:00,70
10/15/2019,15:11:00,70
10/15/2019,15:27:00,70
10/15/2019,15:53:00,70
10/15/2019,16:17:00,70
10/15/2019,16:51:00,70
10/15/2019,16:53:00,69
10/15/2019,17:51:00,70
10/15/2019,17:53:00,69
10/15/2019,18:12:00,69
10/15/2019,18:40:00,69
10/15/2019,18:53:00,69
10/15/2019,19:48:00,70
10/15/2019,19:53:00,69
10/15/2019,20:53:00,69
10/15/2019,21:37:00,69
10/15/2019,21:53:00,69
10/15/2019,22:51:00,70
10/15/2019,22:53:00,69
10/15/2019,22:56:00,69
10/15/2019,23:03:00,68
10/15/2019,23:15:00,68
10/15/2019,23:25:00,68
10/15/2019,23:34:00,69
10/15/2019,23:51:00,68
10/15/2019,23:53:00,68
10/16/2019,00:29:00,68
10/16/2019,00:53:00,68
10/16/2019,01:51:00,68
10/16/2019,01:53:00,68
10/16/2019,02:53:00,68
10/16/2019,03:32:00,68
10/16/2019,03:51:00,68
10/16/2019,03:53:00,68
10/16/2019,04:53:00,68
10/16/2019,05:53:00,67
10/16/2019,06:21:00,67
10/16/2019,06:33:00,67
10/16/2019,06:53:00,67
10/16/2019,07:22:00,67
10/16/2019,07:27:00,67
10/16/2019,07:37:00,67
10/16/2019,07:47:00,66
10/16/2019,07:53:00,67
10/16/2019,08:05:00,67
10/16/2019,08:16:00,66
10/16/2019,08:53:00,67
10/16/2019,09:00:00,67
10/16/2019,09:51:00,63
10/16/2019,09:53:00,63
10/16/2019,10:43:00,64
10/16/2019,10:53:00,65
10/16/2019,11:31:00,65
10/16/2019,11:51:00,64
10/16/2019,11:53:00,65
10/16/2019,12:53:00,66
10/16/2019,13:53:00,70
10/16/2019,14:53:00,69
10/16/2019,15:53:00,68
10/16/2019,16:53:00,61
10/16/2019,17:53:00,57
10/16/2019,18:53:00,59
10/16/2019,19:53:00,57
10/16/2019,20:53:00,55
10/16/2019,21:53:00,53
10/16/2019,22:53:00,51
10/16/2019,23:53:00,49
10/17/2019,00:53:00,48
10/17/2019,01:53:00,47
10/17/2019,02:53:00,46
10/17/2019,03:53:00,45
10/17/2019,04:53:00,45
10/17/2019,05:53:00,43
10/17/2019,06:53:00,47
10/17/2019,07:53:00,50
10/17/2019,08:53:00,54
10/17/2019,09:53:00,58
10/17/2019,10:53:00,61
10/17/2019,11:53:00,64
10/17/2019,12:53:00,66
10/17/2019,13:53:00,66
10/17/2019,14:53:00,67
10/17/2019,15:53:00,67
10/17/2019,16:53:00,63
10/17/2019,17:53:00,55
10/17/2019,18:53:00,58
10/17/2019,19:53:00,53
10/17/2019,20:53:00,51
10/17/2019,21:53:00,49
10/17/2019,22:53:00,49
10/17/2019,23:53:00,48
10/18/2019,00:53:00,48
10/18/2019,01:53:00,48
10/18/2019,02:53:00,48
10/18/2019,03:53:00,46
10/18/2019,04:53:00,51
10/18/2019,05:53:00,48
10/18/2019,06:53:00,48
10/18/2019,07:53:00,53
10/18/2019,08:53:00,55
10/18/2019,09:53:00,59
10/18/2019,10:53:00,61
10/18/2019,11:53:00,63
10/18/2019,12:53:00,63
10/18/2019,13:53:00,64
10/18/2019,14:53:00,63
10/18/2019,15:53:00,63
10/18/2019,16:53:00,62
10/18/2019,17:53:00,61
10/18/2019,18:53:00,60
10/18/2019,19:53:00,60
10/18/2019,20:53:00,60
10/18/2019,21:53:00,60
10/18/2019,22:53:00,60
10/18/2019,23:53:00,60
10/19/2019,00:53:00,61
10/19/2019,01:53:00,61
10/19/2019,02:53:00,61
10/19/2019,03:53:00,61
10/19/2019,04:51:00,61
10/19/2019,04:53:00,60
10/19/2019,05:53:00,61
10/19/2019,06:27:00,59
10/19/2019,06:44:00,58
10/19/2019,06:53:00,58
10/19/2019,07:01:00,58
10/19/2019,07:21:00,59
10/19/2019,07:53:00,59
10/19/2019,08:09:00,60
10/19/2019,08:43:00,60
10/19/2019,08:53:00,60
10/19/2019,09:53:00,59
10/19/2019,10:53:00,59
10/19/2019,11:53:00,59
10/19/2019,12:48:00,57
10/19/2019,12:53:00,59
10/19/2019,13:34:00,59
10/19/2019,13:53:00,58
10/19/2019,14:05:00,58
10/19/2019,14:08:00,58
10/19/2019,14:53:00,59
10/19/2019,15:53:00,59
10/19/2019,16:53:00,59
10/19/2019,17:53:00,58
10/19/2019,18:53:00,58
10/19/2019,19:26:00,58
10/19/2019,19:53:00,58
10/19/2019,20:53:00,59
10/19/2019,21:53:00,59
10/19/2019,22:53:00,59
10/19/2019,23:53:00,59
10/20/2019,00:53:00,59
10/20/2019,01:53:00,57
10/20/2019,02:37:00,58
10/20/2019,02:53:00,58
10/20/2019,03:10:00,58
10/20/2019,03:53:00,58
10/20/2019,04:31:00,57
10/20/2019,04:40:00,57
10/20/2019,04:51:00,55
10/20/2019,04:53:00,57
10/20/2019,05:00:00,57
10/20/2019,05:19:00,56
10/20/2019,05:53:00,57
10/20/2019,06:16:00,57
10/20/2019,06:53:00,58
10/20/2019,07:53:00,59
10/20/2019,08:53:00,60
10/20/2019,09:53:00,61
10/20/2019,10:53:00,62
10/20/2019,11:51:00,66
10/20/2019,11:53:00,66
10/20/2019,12:53:00,68
10/20/2019,13:53:00,72
10/20/2019,14:53:00,74
10/20/2019,15:53:00,74
10/20/2019,16:53:00,71
10/20/2019,17:53:00,67
10/20/2019,18:53:00,64
10/20/2019,19:53:00,66
10/20/2019,20:53:00,66
10/20/2019,21:53:00,64
10/20/2019,22:53:00,64
10/20/2019,23:53:00,65
10/21/2019,00:53:00,65
10/21/2019,01:53:00,65
10/21/2019,02:53:00,64
10/21/2019,03:53:00,65
10/21/2019,04:53:00,65
10/21/2019,05:53:00,64
10/21/2019,06:53:00,65
10/21/2019,07:53:00,69
10/21/2019,08:53:00,72
10/21/2019,09:37:00,72
10/21/2019,09:49:00,73
10/21/2019,09:53:00,74
10/21/2019,10:53:00,75
10/21/2019,11:53:00,75
10/21/2019,12:53:00,73
10/21/2019,13:31:00,74
10/21/2019,13:53:00,73
10/21/2019,14:35:00,72
10/21/2019,14:48:00,72
10/21/2019,14:53:00,72
10/21/2019,15:53:00,71
10/21/2019,16:53:00,69
10/21/2019,17:53:00,70
10/21/2019,18:53:00,69
10/21/2019,19:53:00,68
10/21/2019,20:53:00,69
10/21/2019,21:06:00,69
10/21/2019,21:12:00,69
10/21/2019,21:27:00,70
10/21/2019,21:53:00,71
10/21/2019,22:19:00,71
10/21/2019,22:24:00,71
10/21/2019,22:53:00,71
10/21/2019,23:23:00,66
10/21/2019,23:51:00,64
10/21/2019,23:53:00,65
10/22/2019,00:38:00,64
10/22/2019,00:53:00,63
10/22/2019,00:59:00,63
10/22/2019,01:53:00,62
10/22/2019,02:15:00,62
10/22/2019,02:26:00,62
10/22/2019,02:53:00,62
10/22/2019,03:53:00,61
10/22/2019,04:53:00,59
10/22/2019,05:53:00,57
10/22/2019,06:46:00,57
10/22/2019,06:53:00,57
10/22/2019,07:53:00,60
10/22/2019,08:53:00,64
10/22/2019,09:53:00,65
10/22/2019,10:53:00,68
10/22/2019,11:53:00,69
10/22/2019,12:53:00,72
10/22/2019,13:53:00,71
10/22/2019,14:53:00,70
10/22/2019,15:53:00,68
10/22/2019,16:53:00,65
10/22/2019,17:53:00,61
10/22/2019,18:53:00,59
10/22/2019,19:53:00,58
10/22/2019,20:53:00,56
10/22/2019,21:53:00,54
10/22/2019,22:53:00,49
10/22/2019,23:53:00,47
10/23/2019,00:53:00,46
10/23/2019,01:53:00,45
10/23/2019,02:53:00,44
10/23/2019,03:53:00,44
10/23/2019,04:53:00,42
10/23/2019,05:53:00,42
10/23/2019,06:53:00,46
10/23/2019,07:53:00,53
10/23/2019,08:53:00,60
10/23/2019,09:53:00,66
10/23/2019,10:53:00,68
10/23/2019,11:53:00,68
10/23/2019,12:53:00,69
10/23/2019,13:53:00,72
10/23/2019,14:53:00,71
10/23/2019,15:53:00,70
10/23/2019,16:53:00,64
10/23/2019,17:53:00,59
10/23/2019,18:53:00,54
10/23/2019,19:53:00,52
10/23/2019,20:53:00,50
10/23/2019,21:53:00,50
10/23/2019,22:53:00,50
10/23/2019,23:53:00,49
10/24/2019,00:53:00,50
10/24/2019,01:53:00,49
10/24/2019,02:53:00,47
10/24/2019,03:53:00,48
10/24/2019,04:53:00,47
10/24/2019,05:53:00,51
10/24/2019,06:53:00,53
10/24/2019,07:53:00,58
10/24/2019,08:53:00,62
10/24/2019,09:53:00,67
10/24/2019,10:53:00,69
10/24/2019,11:53:00,72
10/24/2019,12:53:00,73
10/24/2019,13:53:00,73
10/24/2019,14:53:00,73
10/24/2019,15:53:00,73
10/24/2019,16:53:00,70
10/24/2019,17:53:00,67
10/24/2019,18:53:00,65
10/24/2019,19:53:00,66
10/24/2019,20:53:00,65
10/24/2019,21:53:00,63
10/24/2019,22:53:00,64
10/24/2019,23:53:00,63
10/25/2019,00:53:00,65
10/25/2019,01:31:00,64
10/25/2019,01:53:00,64
10/25/2019,02:51:00,63
10/25/2019,02:53:00,63
10/25/2019,03:32:00,62
10/25/2019,03:53:00,62
10/25/2019,04:15:00,62
10/25/2019,04:53:00,60
10/25/2019,05:38:00,59
10/25/2019,05:50:00,59
10/25/2019,05:53:00,58
10/25/2019,06:53:00,60
10/25/2019,07:00:00,60
10/25/2019,07:31:00,60
10/25/2019,07:49:00,61
10/25/2019,07:50:00,61
10/25/2019,07:53:00,60
10/25/2019,08:00:00,60
10/25/2019,08:06:00,60
10/25/2019,08:30:00,60
10/25/2019,08:46:00,60
10/25/2019,08:53:00,60
10/25/2019,09:25:00,60
10/25/2019,09:40:00,60
10/25/2019,09:53:00,59
10/25/2019,09:57:00,59
10/25/2019,10:06:00,59
10/25/2019,10:12:00,59
10/25/2019,10:27:00,59
10/25/2019,10:44:00,59
10/25/2019,10:53:00,59
10/25/2019,11:16:00,60
10/25/2019,11:51:00,61
10/25/2019,11:53:00,60
10/25/2019,12:53:00,60
10/25/2019,13:20:00,60
10/25/2019,13:51:00,61
10/25/2019,13:53:00,61
10/25/2019,14:50:00,61
10/25/2019,14:53:00,61
10/25/2019,15:03:00,61
10/25/2019,15:53:00,61
10/25/2019,16:53:00,62
10/25/2019,17:53:00,62
10/25/2019,18:53:00,62
10/25/2019,19:53:00,63
10/25/2019,20:53:00,63
10/25/2019,21:46:00,64
10/25/2019,21:53:00,64
10/25/2019,22:32:00,65
10/25/2019,22:53:00,65
10/25/2019,23:07:00,66
10/25/2019,23:21:00,66
10/25/2019,23:50:00,66
10/25/2019,23:53:00,67
10/26/2019,00:53:00,69
10/26/2019,01:05:00,70
10/26/2019,01:53:00,72
10/26/2019,02:33:00,73
10/26/2019,02:53:00,73
10/26/2019,03:53:00,73
10/26/2019,04:48:00,72
10/26/2019,04:53:00,72
10/26/2019,05:53:00,72
10/26/2019,06:53:00,72
10/26/2019,07:45:00,71
10/26/2019,07:53:00,71
10/26/2019,07:59:00,71
10/26/2019,08:20:00,71
10/26/2019,08:27:00,71
10/26/2019,08:51:00,72
10/26/2019,08:53:00,72
10/26/2019,09:53:00,74
10/26/2019,10:53:00,74
10/26/2019,11:48:00,73
10/26/2019,11:53:00,74
10/26/2019,12:06:00,75
10/26/2019,12:14:00,75
10/26/2019,12:25:00,75
10/26/2019,12:43:00,74
10/26/2019,12:47:00,73
10/26/2019,12:53:00,73
10/26/2019,13:03:00,73
10/26/2019,13:34:00,75
10/26/2019,13:53:00,75
10/26/2019,14:25:00,74
10/26/2019,14:32:00,74
10/26/2019,14:44:00,73
10/26/2019,14:47:00,73
10/26/2019,14:51:00,73
10/26/2019,14:53:00,73
10/26/2019,14:56:00,73
10/26/2019,15:15:00,74
10/26/2019,15:30:00,74
10/26/2019,15:42:00,75
10/26/2019,15:53:00,75
10/26/2019,16:15:00,75
10/26/2019,16:51:00,73
10/26/2019,16:53:00,74
10/26/2019,17:53:00,73
10/26/2019,18:06:00,72
10/26/2019,18:53:00,67
10/26/2019,19:24:00,66
10/26/2019,19:50:00,64
10/26/2019,19:53:00,65
10/26/2019,20:05:00,64
10/26/2019,20:43:00,63
10/26/2019,20:51:00,63
10/26/2019,20:53:00,63
10/26/2019,21:12:00,63
10/26/2019,21:51:00,63
10/26/2019,22:10:00,61
10/26/2019,22:50:00,61
10/26/2019,22:53:00,59
10/26/2019,23:01:00,59
10/26/2019,23:53:00,58
10/27/2019,00:30:00,57
10/27/2019,00:37:00,57
10/27/2019,00:53:00,57
10/27/2019,01:44:00,58
10/27/2019,01:53:00,58
10/27/2019,02:28:00,57
10/27/2019,02:53:00,57
10/27/2019,03:25:00,57
10/27/2019,03:39:00,57
10/27/2019,03:53:00,57
10/27/2019,04:53:00,57
10/27/2019,05:53:00,57
10/27/2019,06:53:00,58
10/27/2019,07:53:00,59
10/27/2019,08:53:00,60
10/27/2019,09:53:00,60
10/27/2019,10:53:00,60
10/27/2019,11:53:00,60
10/27/2019,12:53:00,60
10/27/2019,13:53:00,61
10/27/2019,14:53:00,62
10/27/2019,15:53:00,60
10/27/2019,16:53:00,60
10/27/2019,17:53:00,59
10/27/2019,18:48:00,59
10/27/2019,18:53:00,59
10/27/2019,19:53:00,58
10/27/2019,20:14:00,58
10/27/2019,20:53:00,54
10/27/2019,21:53:00,53
10/27/2019,22:53:00,50
10/27/2019,23:53:00,51
10/28/2019,00:53:00,50
10/28/2019,01:53:00,49
10/28/2019,02:53:00,48
10/28/2019,03:53:00,47
10/28/2019,04:51:00,46
10/28/2019,04:53:00,47
10/28/2019,04:59:00,48
10/28/2019,05:49:00,48
10/28/2019,05:53:00,48
10/28/2019,06:48:00,48
10/28/2019,06:53:00,49
10/28/2019,06:59:00,49
10/28/2019,07:21:00,50
10/28/2019,07:32:00,51
10/28/2019,07:39:00,50
10/28/2019,07:50:00,52
10/28/2019,07:53:00,51
10/28/2019,08:01:00,52
10/28/2019,08:05:00,52
10/28/2019,08:38:00,54
10/28/2019,08:53:00,56
10/28/2019,09:53:00,63
10/28/2019,10:53:00,66
10/28/2019,11:18:00,67
10/28/2019,11:40:00,67
10/28/2019,11:53:00,68
10/28/2019,12:53:00,70
10/28/2019,13:53:00,70
10/28/2019,14:53:00,73
10/28/2019,15:53:00,69
10/28/2019,16:53:00,65
10/28/2019,17:53:00,62
10/28/2019,18:53:00,60
10/28/2019,19:53:00,56
10/28/2019,20:53:00,56
10/28/2019,21:53:00,55
10/28/2019,22:53:00,54
10/28/2019,23:53:00,53
10/29/2019,00:53:00,53
10/29/2019,01:53:00,54
10/29/2019,02:53:00,53
10/29/2019,03:51:00,54
10/29/2019,03:53:00,54
10/29/2019,04:10:00,53
10/29/2019,04:51:00,54
10/29/2019,04:53:00,53
10/29/2019,05:16:00,53
10/29/2019,05:18:00,53
10/29/2019,05:29:00,53
10/29/2019,05:43:00,52
10/29/2019,05:53:00,53
10/29/2019,06:11:00,53
10/29/2019,06:37:00,54
10/29/2019,06:53:00,54
10/29/2019,07:11:00,54
10/29/2019,07:27:00,54
10/29/2019,07:43:00,54
10/29/2019,07:53:00,54
10/29/2019,08:12:00,54
10/29/2019,08:53:00,56
10/29/2019,09:18:00,57
10/29/2019,09:50:00,61
10/29/2019,09:53:00,60
10/29/2019,10:53:00,63
10/29/2019,11:08:00,64
10/29/2019,11:53:00,67
10/29/2019,12:53:00,67
10/29/2019,13:53:00,68
10/29/2019,14:53:00,68
10/29/2019,15:53:00,67
10/29/2019,16:53:00,65
10/29/2019,17:53:00,65
10/29/2019,18:53:00,64
10/29/2019,19:53:00,67
10/29/2019,20:53:00,68
10/29/2019,21:33:00,68
10/29/2019,21:48:00,68
10/29/2019,21:53:00,68
10/29/2019,22:36:00,69
10/29/2019,22:45:00,69
10/29/2019,22:53:00,68
10/29/2019,23:04:00,68
10/29/2019,23:53:00,68
10/30/2019,00:53:00,68
10/30/2019,01:53:00,69
10/30/2019,02:19:00,70
10/30/2019,02:53:00,70
10/30/2019,03:53:00,70
10/30/2019,04:02:00,69
10/30/2019,04:35:00,69
10/30/2019,04:44:00,69
10/30/2019,04:53:00,69
10/30/2019,05:12:00,69
10/30/2019,05:35:00,69
10/30/2019,05:49:00,70
10/30/2019,05:53:00,69
10/30/2019,06:17:00,69
10/30/2019,06:26:00,69
10/30/2019,06:34:00,69
10/30/2019,06:51:00,70
10/30/2019,06:53:00,69
10/30/2019,07:03:00,70
10/30/2019,07:32:00,70
10/30/2019,07:53:00,70
10/30/2019,08:53:00,73
10/30/2019,09:07:00,73
10/30/2019,09:15:00,73
10/30/2019,09:33:00,73
10/30/2019,09:46:00,73
10/30/2019,09:53:00,73
10/30/2019,10:05:00,73
10/30/2019,10:12:00,73
10/30/2019,10:24:00,73
10/30/2019,10:43:00,73
10/30/2019,10:50:00,72
10/30/2019,10:51:00,72
10/30/2019,10:53:00,71
10/30/2019,11:01:00,71
10/30/2019,11:31:00,70
10/30/2019,11:42:00,70
10/30/2019,11:53:00,69
10/30/2019,12:00:00,69
10/30/2019,12:24:00,69
10/30/2019,12:51:00,70
10/30/2019,12:53:00,69
10/30/2019,13:04:00,69
10/30/2019,13:15:00,69
10/30/2019,13:21:00,69
10/30/2019,13:53:00,70
10/30/2019,14:10:00,70
10/30/2019,14:33:00,69
10/30/2019,14:53:00,70
10/30/2019,15:13:00,71
10/30/2019,15:51:00,72
10/30/2019,15:53:00,73
10/30/2019,16:00:00,73
10/30/2019,16:15:00,73
10/30/2019,16:53:00,73
10/30/2019,17:46:00,73
10/30/2019,17:53:00,73
10/30/2019,18:53:00,73
10/30/2019,19:25:00,73
10/30/2019,19:38:00,73
10/30/2019,19:53:00,73
10/30/2019,20:51:00,73
10/30/2019,20:53:00,73
10/30/2019,21:24:00,73
10/30/2019,21:33:00,73
10/30/2019,21:53:00,72
10/30/2019,22:53:00,73
10/30/2019,23:53:00,73
10/31/2019,00:53:00,72
10/31/2019,01:53:00,72
10/31/2019,02:11:00,72
10/31/2019,02:24:00,72
10/31/2019,02:31:00,72
10/31/2019,02:53:00,72
10/31/2019,03:49:00,73
10/31/2019,03:53:00,73
10/31/2019,04:53:00,73
10/31/2019,04:58:00,73
10/31/2019,05:39:00,73
10/31/2019,05:53:00,73
10/31/2019,06:15:00,73
10/31/2019,06:23:00,65
10/31/2019,06:31:00,62
10/31/2019,06:53:00,58
10/31/2019,07:02:00,56
10/31/2019,07:06:00,55
10/31/2019,07:14:00,55
10/31/2019,07:16:00,55
10/31/2019,07:22:00,54
10/31/2019,07:28:00,54
10/31/2019,07:53:00,53
10/31/2019,08:03:00,53
10/31/2019,08:12:00,52
10/31/2019,08:39:00,51
10/31/2019,08:51:00,50
10/31/2019,08:53:00,50
10/31/2019,09:07:00,50
10/31/2019,09:25:00,49
10/31/2019,09:37:00,49
10/31/2019,09:50:00,48
10/31/2019,09:53:00,49
10/31/2019,10:05:00,48
10/31/2019,10:40:00,48
10/31/2019,10:53:00,47
10/31/2019,11:01:00,47
10/31/2019,11:53:00,46
10/31/2019,12:24:00,45
10/31/2019,12:39:00,46
10/31/2019,12:51:00,46
10/31/2019,12:53:00,46
10/31/2019,13:12:00,44
10/31/2019,13:34:00,45
10/31/2019,13:53:00,44
10/31/2019,14:53:00,45
10/31/2019,15:23:00,44
10/31/2019,15:51:00,43
10/31/2019,15:53:00,42
10/31/2019,16:05:00,42
10/31/2019,16:38:00,41
10/31/2019,16:53:00,41
10/31/2019,17:53:00,41
10/31/2019,18:53:00,39
10/31/2019,19:53:00,39
10/31/2019,20:53:00,37
10/31/2019,21:53:00,37
10/31/2019,22:53:00,36
10/31/2019,23:53:00,34
11/1/2019,00:53:00,34
11/1/2019,01:53:00,33
11/1/2019,02:53:00,33
11/1/2019,03:53:00,32
11/1/2019,04:53:00,32
11/1/2019,05:53:00,31
11/1/2019,06:53:00,33
11/1/2019,07:53:00,37
11/1/2019,08:53:00,41
11/1/2019,09:53:00,45
11/1/2019,10:53:00,48
11/1/2019,11:53:00,52
11/1/2019,12:53:00,55
11/1/2019,13:53:00,56
11/1/2019,14:53:00,57
11/1/2019,15:53:00,55
11/1/2019,16:53:00,49
11/1/2019,17:53:00,46
11/1/2019,18:53:00,44
11/1/2019,19:53:00,41
11/1/2019,20:53:00,39
11/1/2019,21:53:00,39
11/1/2019,22:53:00,38
11/1/2019,23:53:00,37
11/2/2019,00:53:00,36
11/2/2019,01:53:00,35
11/2/2019,02:53:00,35
11/2/2019,03:53:00,35
11/2/2019,04:53:00,34
11/2/2019,05:53:00,33
11/2/2019,06:53:00,34
11/2/2019,07:53:00,40
11/2/2019,08:53:00,47
11/2/2019,09:53:00,52
11/2/2019,10:53:00,54
11/2/2019,11:53:00,57
11/2/2019,12:53:00,59
11/2/2019,13:53:00,59
11/2/2019,14:53:00,60
11/2/2019,15:53:00,59
11/2/2019,16:53:00,53
11/2/2019,17:53:00,49
11/2/2019,18:53:00,45
11/2/2019,19:53:00,41
11/2/2019,20:53:00,42
11/2/2019,21:53:00,40
11/2/2019,22:53:00,40
11/2/2019,23:53:00,39
11/3/2019,00:53:00,38
11/3/2019,01:53:00,36
11/3/2019,02:53:00,35
11/3/2019,03:53:00,36
